transaction_id,customer_id,customer_name,service_type,transaction_amount,fee_amount,channel,transaction_timestamp,status,customer_rating
TXN-9463615,CUST-2513,Tunde Eze,Airtime Purchase,3404.04,0.0,Mobile App,2024-02-07 08:57:31,Success,5
TXN-1164206,CUST-4415,Musa Adebayo,Bill Payment,38947.33,100.0,Mobile App,2024-02-17 08:54:02,Success,1
TXN-5703907,CUST-1160,Amarachi Okeke,Bank Transfer,41980.96,209.9,Mobile App,2024-02-21 05:20:13,Success,2
TXN-8661067,CUST-3926,Yakubu Balogun,Data Purchase,4344.91,0.0,Mobile App,2024-03-02 05:59:38,Success,3
TXN-3356385,CUST-3112,Obinna Okeke,Bank Transfer,339706.09,1698.53,Mobile App,2024-12-11 20:10:51,Success,2
TXN-9201104,CUST-3693,Chinedu Okonkwo,Bank Transfer,488393.44,2441.97,USSD,2024-06-12 16:43:46,Success,5
TXN-1566566,CUST-1461,Fatima Sanni,Data Purchase,205.11,0.0,Mobile App,2024-01-05 19:14:42,Success,5
TXN-1720826,CUST-5648,Ngozi Adeleke,Airtime Purchase,4270.84,0.0,USSD,2024-06-05 20:09:11,Success,5
TXN-4594791,CUST-4840,Chioma Nwosu,Bank Transfer,181272.73,906.36,Mobile App,2024-05-04 04:23:27,Success,5
TXN-2516331,CUST-5876,Segun Ibrahim,Data Purchase,3321.69,0.0,USSD,2024-12-08 12:43:57,Success,5
TXN-2522449,CUST-4788,Uche Babangida,Bank Transfer,172246.71,861.23,USSD,2024-03-26 10:23:49,Success,5
TXN-7289581,CUST-1462,Yakubu Nnamdi,Bank Transfer,486914.93,2434.57,Mobile App,2024-06-20 08:25:39,Pending,
TXN-6808677,CUST-2844,Fatima Nwosu,Bank Transfer,467812.63,2339.06,USSD,2024-04-17 20:35:56,Success,4
TXN-8612347,CUST-5864,Chioma Danjuma,Bank Transfer,275954.83,1379.77,Mobile App,2024-02-02 20:17:34,Failed,
TXN-3525659,CUST-3851,Ngozi Okonkwo,Bank Transfer,77022.25,385.11,Mobile App,2024-10-26 01:55:32,Success,5
TXN-6314284,CUST-5099,Chioma Abubakar,Bill Payment,43697.98,100.0,USSD,2024-10-21 08:26:37,Success,5
TXN-2866867,CUST-5952,Obinna Sanni,Data Purchase,937.98,0.0,Mobile App,2024-01-05 02:38:32,Success,5
TXN-1280245,CUST-1475,Chinedu Mohammed,Bank Transfer,60198.5,300.99,Mobile App,2024-03-02 15:55:20,Success,4
TXN-8150970,CUST-5134,Emeka Ibrahim,Airtime Purchase,1068.05,0.0,Mobile App,2024-12-18 22:20:37,Success,5
TXN-9540385,CUST-4133,Segun Umar,Bill Payment,22249.87,100.0,USSD,2024-02-20 00:19:35,Success,5
TXN-6928242,CUST-2451,Zainab Balogun,Airtime Purchase,1859.51,0.0,Mobile App,2024-01-14 23:06:58,Success,5
TXN-8513518,CUST-1849,Ngozi Bakare,Data Purchase,1829.51,0.0,Mobile App,2024-03-27 14:33:09,Success,5
TXN-9081157,CUST-1726,Obinna Adeleke,Airtime Purchase,3218.29,0.0,Mobile App,2024-05-22 23:10:45,Success,5
TXN-5353689,CUST-3919,Segun Adeleke,Airtime Purchase,4079.74,0.0,Mobile App,2024-10-09 20:48:40,Success,1
TXN-1952390,CUST-2404,Emeka Sanni,Airtime Purchase,2307.13,0.0,Mobile App,2024-02-15 04:08:54,Success,5
TXN-3447976,CUST-3007,Musa Ibrahim,Bank Transfer,402005.11,2010.03,Mobile App,2024-09-17 07:57:48,Success,4
TXN-9586237,CUST-2900,Danjuma Eze,Bank Transfer,287170.95,1435.85,USSD,2024-02-04 12:23:23,Failed,
TXN-2178294,CUST-1716,Uche Chukwu,Data Purchase,3677.45,0.0,USSD,2024-02-16 05:56:45,Success,5
TXN-9309196,CUST-4416,Chinedu Adebayo,Data Purchase,124.15,0.0,USSD,2024-07-12 20:13:43,Success,4
TXN-3403603,CUST-2661,Efe Umar,Bank Transfer,271237.51,1356.19,Mobile App,2024-04-14 23:49:37,Success,5
TXN-9069609,CUST-4963,Musa Ibrahim,Bank Transfer,462468.38,2312.34,Mobile App,2024-04-05 16:52:15,Success,5
TXN-1250751,CUST-5642,Kelechi Okonkwo,Bank Transfer,121251.94,606.26,Mobile App,2024-12-20 19:55:25,Success,3
TXN-4817503,CUST-1437,Yusuf Bello,Bank Transfer,117205.24,586.03,USSD,2024-12-03 23:54:39,Success,5
TXN-6339481,CUST-2125,Tunde Umar,Airtime Purchase,539.13,0.0,Mobile App,2024-07-06 13:48:56,Success,5
TXN-4904817,CUST-1510,Bolaji Abubakar,Airtime Purchase,2770.8,0.0,Mobile App,2024-01-20 07:38:24,Success,3
TXN-1984377,CUST-2953,Amarachi Danjuma,Data Purchase,2348.81,0.0,Mobile App,2024-12-14 21:35:57,Success,5
TXN-1313297,CUST-1650,Chinedu Okafor,Bill Payment,31298.9,100.0,Mobile App,2024-09-03 13:50:12,Success,5
TXN-9909956,CUST-1880,Yusuf Okafor,Airtime Purchase,631.3,0.0,USSD,2024-11-27 21:09:39,Success,5
TXN-5814636,CUST-3972,Amina Ibrahim,Airtime Purchase,388.44,0.0,USSD,2024-02-09 22:25:37,Success,4
TXN-9597337,CUST-5699,Efe Okafor,Airtime Purchase,817.79,0.0,USSD,2024-09-19 12:38:32,Success,4
TXN-8366873,CUST-3878,Amarachi Nnamdi,Airtime Purchase,1330.77,0.0,USSD,2024-10-03 16:38:53,Success,5
TXN-4874382,CUST-3309,Folake Ibrahim,Bill Payment,8059.01,100.0,Mobile App,2024-05-29 19:51:03,Success,3
TXN-5438490,CUST-2133,Chioma Bello,Bank Transfer,96914.33,484.57,USSD,2024-02-23 08:04:33,Success,4
TXN-9950254,CUST-3334,Bolaji Nnamdi,Bank Transfer,181610.74,908.05,Mobile App,2024-02-26 21:38:50,Success,5
TXN-9030703,CUST-4952,Chioma Adeleke,Bank Transfer,402157.76,2010.79,Mobile App,2024-11-26 11:38:46,Success,5
TXN-6405973,CUST-1390,Yakubu Umar,Bank Transfer,287980.09,1439.9,Web Portal,2024-05-28 08:58:54,Success,5
TXN-4137422,CUST-1859,Musa Eze,Bill Payment,12033.32,100.0,Web Portal,2024-02-27 20:17:22,Success,2
TXN-8176425,CUST-2282,Efe Okonkwo,Bill Payment,41761.19,100.0,Web Portal,2024-07-13 10:05:54,Success,4
TXN-5768382,CUST-3793,Musa Nwosu,Bank Transfer,176628.43,883.14,USSD,2024-09-25 23:52:54,Success,4
TXN-4189787,CUST-4646,Funke Okafor,Bank Transfer,298360.49,1491.8,Mobile App,2024-01-11 19:29:02,Success,2
TXN-7868867,CUST-4867,Kelechi Babangida,Bank Transfer,354152.39,1770.76,Mobile App,2024-08-17 17:55:59,Success,1
TXN-1976554,CUST-1011,Zainab Babangida,Bank Transfer,316403.84,1582.02,USSD,2024-07-17 06:38:36,Success,5
TXN-3995763,CUST-3617,Bolaji Ibrahim,Bank Transfer,85659.42,428.3,Mobile App,2024-09-02 04:27:37,Success,5
TXN-2265287,CUST-5576,Segun Okafor,Airtime Purchase,3321.92,0.0,Mobile App,2024-01-21 12:04:52,Success,5
TXN-9831445,CUST-3444,Kelechi Okonkwo,Bank Transfer,58033.77,290.17,USSD,2024-04-12 14:21:11,Success,5
TXN-7143016,CUST-1760,Amarachi Okafor,Bank Transfer,238298.73,1191.49,Mobile App,2024-06-05 21:00:25,Success,4
TXN-4307490,CUST-5799,Yusuf Nnamdi,Data Purchase,1317.01,0.0,Mobile App,2024-11-23 17:36:34,Pending,
TXN-3110191,CUST-1083,Yusuf Adeyemi,Bank Transfer,216600.17,1083.0,Web Portal,2024-09-10 09:37:48,Pending,
TXN-6886944,CUST-1463,Kelechi Bakare,Bill Payment,45130.65,100.0,Mobile App,2024-12-02 16:03:35,Success,5
TXN-5111403,CUST-5920,Fatima Mohammed,Data Purchase,549.1,0.0,USSD,2024-01-09 00:23:39,Success,4
TXN-4730029,CUST-2652,Fatima Nnamdi,Bill Payment,43689.79,100.0,Web Portal,2024-01-08 19:50:57,Success,5
TXN-3480209,CUST-4041,Obinna Babangida,Data Purchase,3333.41,0.0,Mobile App,2024-06-15 04:13:08,Success,5
TXN-1287346,CUST-4315,Bolaji Okonkwo,Bill Payment,30731.67,100.0,USSD,2024-08-01 05:30:05,Success,2
TXN-2013189,CUST-3267,Chioma Chukwu,Bank Transfer,255006.57,1275.03,Mobile App,2024-10-13 20:22:35,Success,5
TXN-8350899,CUST-2052,Uche Babangida,Bank Transfer,32259.92,161.3,Web Portal,2024-09-02 19:08:54,Success,5
TXN-8790406,CUST-1796,Folake Nnamdi,Data Purchase,1228.32,0.0,USSD,2024-01-26 15:35:50,Success,5
TXN-8091122,CUST-3520,Chinedu Okonkwo,Bank Transfer,344476.46,1722.38,Mobile App,2024-09-08 04:03:32,Success,5
TXN-9102720,CUST-1351,Chioma Babangida,Data Purchase,4247.14,0.0,Mobile App,2024-10-22 17:35:39,Success,5
TXN-3272504,CUST-3210,Yusuf Nwosu,Bill Payment,28427.59,100.0,Mobile App,2024-03-12 04:04:01,Success,4
TXN-3985606,CUST-5918,Amarachi Okonkwo,Airtime Purchase,4414.51,0.0,Mobile App,2024-05-17 01:49:35,Success,2
TXN-4333713,CUST-1328,Chinedu Okonkwo,Bank Transfer,396950.48,1984.75,Mobile App,2024-01-19 02:12:14,Success,5
TXN-5009200,CUST-1973,Danjuma Danjuma,Bank Transfer,211791.01,1058.96,USSD,2024-02-20 03:12:22,Success,5
TXN-5742218,CUST-2053,Chinedu Chukwu,Bank Transfer,419382.05,2096.91,Mobile App,2024-07-24 11:40:55,Failed,
TXN-6508079,CUST-5414,Danjuma Nwosu,Airtime Purchase,4412.44,0.0,Mobile App,2024-12-12 00:10:29,Success,4
TXN-1320796,CUST-5519,Jide Okonkwo,Airtime Purchase,907.68,0.0,USSD,2024-02-29 17:16:43,Pending,
TXN-2499353,CUST-3763,Bisi Ibrahim,Data Purchase,3596.25,0.0,USSD,2024-05-15 14:50:19,Pending,
TXN-8119181,CUST-5748,Amina Danjuma,Bank Transfer,129335.37,646.68,Mobile App,2024-10-04 23:05:01,Success,3
TXN-2149720,CUST-2230,Amarachi Balogun,Bank Transfer,348162.92,1740.81,Mobile App,2024-03-27 15:40:43,Success,2
TXN-3360739,CUST-5399,Musa Ibrahim,Airtime Purchase,814.14,0.0,USSD,2024-06-12 13:25:41,Success,4
TXN-4601684,CUST-1144,Obinna Adeleke,Bank Transfer,368107.22,1840.54,Mobile App,2024-02-11 09:34:29,Success,4
TXN-2658593,CUST-1856,Fatima Okeke,Bank Transfer,153830.97,769.15,Mobile App,2024-12-22 18:51:44,Success,5
TXN-5560803,CUST-5660,Yusuf Adeyemi,Airtime Purchase,2781.08,0.0,Mobile App,2024-01-29 12:48:57,Success,4
TXN-7674853,CUST-4679,Amarachi Okafor,Bank Transfer,115198.13,575.99,Mobile App,2024-08-28 10:07:54,Success,4
TXN-6448262,CUST-4181,Obinna Bakare,Data Purchase,4422.15,0.0,USSD,2024-08-03 06:43:43,Success,5
TXN-2599224,CUST-5639,Yakubu Umar,Data Purchase,4952.97,0.0,Mobile App,2024-07-28 06:23:26,Success,4
TXN-2669898,CUST-3276,Fatima Bello,Bank Transfer,334681.22,1673.41,Mobile App,2024-11-20 21:25:31,Success,5
TXN-6407523,CUST-3075,Danjuma Okeke,Data Purchase,1936.63,0.0,USSD,2024-11-15 23:04:26,Success,5
TXN-2014216,CUST-3194,Zainab Okafor,Bank Transfer,387649.26,1938.25,Mobile App,2024-10-26 17:08:13,Success,5
TXN-7992160,CUST-1324,Tunde Okeke,Bank Transfer,498018.1,2490.09,Mobile App,2024-02-13 00:52:11,Success,1
TXN-2671104,CUST-4990,Jide Mohammed,Data Purchase,4173.51,0.0,Mobile App,2024-03-04 11:51:50,Success,5
TXN-6656060,CUST-2437,Chinedu Bello,Bill Payment,22280.9,100.0,Mobile App,2024-10-23 02:58:46,Success,5
TXN-2593351,CUST-1651,Zainab Bello,Bill Payment,24036.98,100.0,USSD,2024-08-28 21:06:51,Success,5
TXN-2221602,CUST-1445,Emeka Abubakar,Bank Transfer,208137.36,1040.69,USSD,2024-03-27 08:32:18,Success,5
TXN-5634659,CUST-5806,Musa Umar,Data Purchase,1594.84,0.0,Web Portal,2024-09-24 20:13:25,Pending,
TXN-2199928,CUST-4772,Emeka Babangida,Data Purchase,2732.44,0.0,USSD,2024-05-26 06:40:35,Success,5
TXN-5804716,CUST-2236,Zainab Bakare,Bank Transfer,380506.31,1902.53,Mobile App,2024-07-16 22:08:46,Success,3
TXN-8210580,CUST-1259,Danjuma Babangida,Airtime Purchase,413.78,0.0,Mobile App,2024-08-06 00:20:25,Success,4
TXN-2589117,CUST-4047,Ngozi Nwosu,Airtime Purchase,1941.58,0.0,Mobile App,2024-06-24 14:47:01,Success,5
TXN-7571945,CUST-3006,Ngozi Umar,Bank Transfer,317781.08,1588.91,Mobile App,2024-02-13 15:04:39,Success,3
TXN-6738067,CUST-3903,Yusuf Adeyemi,Airtime Purchase,1987.27,0.0,Mobile App,2024-09-09 03:01:57,Success,5
TXN-4428509,CUST-5243,Obinna Ibrahim,Airtime Purchase,2811.17,0.0,USSD,2024-11-25 03:30:31,Success,4
TXN-2648080,CUST-1659,Uche Ibrahim,Airtime Purchase,692.03,0.0,Mobile App,2024-04-23 13:41:04,Success,1
TXN-1125727,CUST-3609,Segun Adeleke,Bank Transfer,26770.73,133.85,Web Portal,2024-01-13 22:48:34,Success,5
TXN-7037162,CUST-4783,Funke Ibrahim,Data Purchase,1217.57,0.0,Mobile App,2024-05-13 08:21:51,Success,5
TXN-3318140,CUST-1483,Yakubu Adeyemi,Data Purchase,2152.97,0.0,USSD,2024-01-07 00:35:24,Success,5
TXN-7312644,CUST-3934,Ngozi Abubakar,Bill Payment,47968.53,100.0,USSD,2024-04-21 23:23:07,Success,1
TXN-5647239,CUST-5224,Efe Ibrahim,Airtime Purchase,3653.27,0.0,Mobile App,2024-04-13 08:07:35,Pending,
TXN-9747755,CUST-2820,Ngozi Okafor,Airtime Purchase,4495.84,0.0,USSD,2024-01-26 13:03:00,Success,5
TXN-1293250,CUST-4890,Segun Ibrahim,Airtime Purchase,3921.53,0.0,Mobile App,2024-04-23 15:34:20,Pending,
TXN-7948995,CUST-2198,Obinna Adeyemi,Airtime Purchase,3874.71,0.0,USSD,2024-03-16 01:35:44,Failed,
TXN-4763836,CUST-4753,Zainab Adeleke,Bank Transfer,424835.76,2124.18,Mobile App,2024-01-19 09:14:38,Success,4
TXN-7269997,CUST-5010,Amarachi Ibrahim,Bank Transfer,241914.53,1209.57,Mobile App,2024-12-23 17:12:27,Success,4
TXN-5528254,CUST-5639,Yakubu Umar,Data Purchase,3975.51,0.0,Mobile App,2024-09-22 12:54:59,Success,5
TXN-7480684,CUST-4382,Amina Adebayo,Data Purchase,4193.48,0.0,Mobile App,2024-09-29 13:04:21,Success,5
TXN-5912097,CUST-2407,Musa Adeyemi,Data Purchase,3608.13,0.0,Mobile App,2024-07-14 14:08:27,Pending,
TXN-8159986,CUST-1116,Efe Okeke,Bank Transfer,207849.59,1039.25,USSD,2024-10-08 21:19:15,Success,4
TXN-7119690,CUST-1204,Folake Danjuma,Bill Payment,42233.78,100.0,Mobile App,2024-11-25 22:52:36,Success,4
TXN-3755746,CUST-2151,Uche Abubakar,Airtime Purchase,1097.68,0.0,Mobile App,2024-09-02 11:28:02,Success,5
TXN-6855890,CUST-2431,Kelechi Babangida,Airtime Purchase,2420.1,0.0,Mobile App,2024-08-08 05:06:59,Success,4
TXN-1856270,CUST-2955,Emeka Adeyemi,Airtime Purchase,607.17,0.0,Mobile App,2024-06-05 20:18:56,Success,3
TXN-8773363,CUST-3528,Emeka Umar,Airtime Purchase,2132.43,0.0,Mobile App,2024-10-27 15:36:10,Success,4
TXN-6295093,CUST-5004,Uche Balogun,Data Purchase,4948.62,0.0,Mobile App,2024-07-06 04:17:51,Success,5
TXN-6945542,CUST-3365,Yakubu Nnamdi,Bank Transfer,367996.78,1839.98,USSD,2024-10-28 23:16:29,Success,5
TXN-6001484,CUST-4404,Emeka Bakare,Bank Transfer,313764.71,1568.82,Mobile App,2024-08-16 09:52:20,Success,2
TXN-7825159,CUST-5951,Uche Abubakar,Bank Transfer,363650.99,1818.25,Mobile App,2024-11-22 17:51:09,Success,5
TXN-5685779,CUST-1886,Amarachi Babangida,Bill Payment,27432.83,100.0,Mobile App,2024-11-29 08:30:49,Pending,
TXN-2832459,CUST-5441,Bolaji Bakare,Bill Payment,21085.21,100.0,Web Portal,2024-06-06 04:40:31,Success,4
TXN-8648750,CUST-4955,Funke Ibrahim,Bank Transfer,98579.19,492.9,USSD,2024-11-03 05:36:31,Success,5
TXN-8966875,CUST-4692,Emeka Sanni,Data Purchase,2086.51,0.0,Mobile App,2024-05-14 06:22:27,Success,1
TXN-4423002,CUST-2192,Yakubu Bakare,Data Purchase,3823.22,0.0,Mobile App,2024-05-11 23:50:34,Success,5
TXN-2192569,CUST-3345,Bisi Ibrahim,Data Purchase,3713.53,0.0,Mobile App,2024-12-30 16:01:13,Success,5
TXN-4497754,CUST-5884,Musa Okafor,Airtime Purchase,4677.41,0.0,Mobile App,2024-11-15 00:21:57,Success,5
TXN-4923492,CUST-1655,Danjuma Umar,Data Purchase,728.53,0.0,USSD,2024-11-08 13:43:26,Success,4
TXN-3545465,CUST-2217,Emeka Bello,Airtime Purchase,4728.34,0.0,Web Portal,2024-10-27 19:15:56,Pending,
TXN-7750585,CUST-3369,Kelechi Babangida,Bank Transfer,81284.22,406.42,Mobile App,2024-05-17 22:41:42,Success,5
TXN-9819847,CUST-4003,Yusuf Bello,Bank Transfer,434705.81,2173.53,Web Portal,2024-05-01 11:36:48,Success,1
TXN-7397713,CUST-3072,Chioma Sanni,Airtime Purchase,2095.6,0.0,USSD,2024-04-27 21:56:57,Success,3
TXN-8335817,CUST-1371,Fatima Ibrahim,Bank Transfer,327762.79,1638.81,Mobile App,2024-01-13 17:27:31,Success,5
TXN-1070407,CUST-4176,Kelechi Nwosu,Bank Transfer,14587.71,72.94,USSD,2024-11-23 04:29:03,Success,4
TXN-8444504,CUST-5951,Uche Abubakar,Bank Transfer,156428.32,782.14,Web Portal,2024-10-26 14:12:40,Pending,
TXN-9315632,CUST-5847,Folake Okonkwo,Bank Transfer,499446.82,2497.23,Mobile App,2024-12-12 06:00:15,Failed,
TXN-9266863,CUST-4808,Yakubu Bakare,Bank Transfer,194607.96,973.04,Mobile App,2024-01-01 19:45:23,Success,4
TXN-2638600,CUST-5671,Chinedu Danjuma,Bank Transfer,440534.74,2202.67,Mobile App,2024-04-26 15:37:18,Success,4
TXN-2267492,CUST-2531,Ngozi Adeyemi,Airtime Purchase,4640.91,0.0,Mobile App,2024-03-09 18:14:44,Success,2
TXN-5639503,CUST-1680,Amarachi Adeleke,Bank Transfer,392517.5,1962.59,Mobile App,2024-10-08 21:48:54,Success,2
TXN-1876336,CUST-2061,Danjuma Nwosu,Bill Payment,34738.98,100.0,USSD,2024-08-01 20:43:44,Success,5
TXN-5319171,CUST-4938,Obinna Eze,Airtime Purchase,1802.31,0.0,Mobile App,2024-07-07 05:03:24,Success,3
TXN-1347102,CUST-4928,Amarachi Okeke,Bill Payment,42402.93,100.0,Mobile App,2024-04-26 16:17:03,Success,3
TXN-3857793,CUST-2035,Folake Adeyemi,Data Purchase,3178.81,0.0,Mobile App,2024-11-17 23:42:42,Success,5
TXN-9306861,CUST-5636,Chioma Chukwu,Bank Transfer,31066.46,155.33,USSD,2024-04-05 16:51:35,Success,5
TXN-3741436,CUST-4156,Fatima Adebayo,Data Purchase,1054.48,0.0,Mobile App,2024-08-24 15:26:37,Success,3
TXN-3073542,CUST-3187,Yusuf Bello,Bank Transfer,131161.67,655.81,Mobile App,2024-02-23 20:18:03,Success,4
TXN-5340327,CUST-4548,Tunde Okonkwo,Bank Transfer,329293.04,1646.47,Web Portal,2024-10-26 17:46:08,Success,3
TXN-6388154,CUST-4236,Ngozi Bello,Airtime Purchase,4737.38,0.0,USSD,2024-12-29 01:26:17,Success,5
TXN-4425410,CUST-5824,Danjuma Bakare,Data Purchase,2997.7,0.0,USSD,2024-10-12 09:41:10,Success,5
TXN-2883187,CUST-3920,Ngozi Abubakar,Data Purchase,219.44,0.0,USSD,2024-07-26 19:29:07,Success,5
TXN-5670445,CUST-3353,Tunde Adebayo,Airtime Purchase,127.46,0.0,USSD,2024-08-22 12:20:43,Success,3
TXN-5046003,CUST-4455,Yusuf Mohammed,Data Purchase,397.58,0.0,Mobile App,2024-07-23 02:31:17,Success,5
TXN-2348136,CUST-2572,Ngozi Sanni,Data Purchase,1106.18,0.0,Mobile App,2024-06-06 18:59:01,Failed,
TXN-9758702,CUST-4543,Segun Abubakar,Airtime Purchase,3514.54,0.0,USSD,2024-12-25 20:15:53,Success,4
TXN-9415640,CUST-3827,Amina Eze,Data Purchase,1225.01,0.0,USSD,2024-10-19 13:21:14,Success,2
TXN-8474752,CUST-1302,Kelechi Chukwu,Bill Payment,42649.38,100.0,Mobile App,2024-09-03 07:24:00,Success,5
TXN-7373443,CUST-5422,Yakubu Adeleke,Airtime Purchase,918.58,0.0,Mobile App,2024-12-22 05:18:49,Success,5
TXN-5059597,CUST-3650,Segun Okonkwo,Data Purchase,3802.57,0.0,USSD,2024-04-17 09:59:09,Success,3
TXN-2480068,CUST-4935,Yakubu Okafor,Airtime Purchase,3174.67,0.0,Mobile App,2024-08-11 19:28:01,Success,1
TXN-9154560,CUST-4095,Amina Ibrahim,Bill Payment,8547.8,100.0,Mobile App,2024-09-06 08:19:09,Pending,
TXN-8782071,CUST-4860,Amarachi Okeke,Bank Transfer,379785.09,1898.93,Web Portal,2024-01-25 00:54:29,Success,5
TXN-1561234,CUST-4500,Emeka Eze,Bank Transfer,143538.85,717.69,USSD,2024-10-04 05:23:01,Success,5
TXN-7542662,CUST-4027,Fatima Okonkwo,Bill Payment,45665.72,100.0,Mobile App,2024-12-03 17:37:27,Success,2
TXN-9987041,CUST-4643,Kelechi Okafor,Bill Payment,21989.93,100.0,USSD,2024-07-09 02:25:11,Success,5
TXN-8758750,CUST-5661,Kelechi Okafor,Bank Transfer,343775.71,1718.88,Web Portal,2024-06-08 11:52:34,Failed,
TXN-2734950,CUST-2602,Funke Eze,Data Purchase,3859.8,0.0,USSD,2024-06-27 17:04:19,Success,5
TXN-9267832,CUST-2840,Efe Danjuma,Bank Transfer,268790.39,1343.95,USSD,2024-03-21 12:30:12,Success,3
TXN-7305742,CUST-5671,Chinedu Danjuma,Bank Transfer,378386.51,1891.93,USSD,2024-02-17 03:58:53,Success,4
TXN-7990665,CUST-5523,Obinna Bakare,Bank Transfer,236018.76,1180.09,USSD,2024-03-10 14:00:06,Success,5
TXN-1744645,CUST-5661,Kelechi Okafor,Data Purchase,3681.25,0.0,Mobile App,2024-01-20 19:47:43,Success,2
TXN-3091919,CUST-3068,Obinna Eze,Airtime Purchase,1911.23,0.0,Mobile App,2024-12-17 23:21:37,Failed,
TXN-6470631,CUST-1814,Chinedu Balogun,Bill Payment,10624.38,100.0,Mobile App,2024-01-22 17:25:05,Failed,
TXN-2416076,CUST-2797,Folake Eze,Bank Transfer,307497.99,1537.49,Mobile App,2024-04-06 02:07:34,Success,3
TXN-8624742,CUST-1220,Fatima Babangida,Bank Transfer,31745.26,158.73,USSD,2024-06-28 19:13:32,Success,5
TXN-3925618,CUST-1091,Uche Abubakar,Bank Transfer,251595.92,1257.98,USSD,2024-12-19 21:33:57,Success,4
TXN-7609200,CUST-3971,Musa Adeleke,Bank Transfer,205999.5,1030.0,USSD,2024-06-20 05:00:25,Success,5
TXN-6841426,CUST-5482,Chinedu Balogun,Airtime Purchase,4129.91,0.0,Mobile App,2024-10-17 11:48:39,Success,4
TXN-1709494,CUST-5459,Tunde Danjuma,Bank Transfer,298506.98,1492.53,USSD,2024-06-14 03:05:51,Success,5
TXN-3300789,CUST-2811,Amarachi Sanni,Airtime Purchase,3164.87,0.0,USSD,2024-09-06 22:37:08,Success,5
TXN-3905577,CUST-5000,Kelechi Ibrahim,Airtime Purchase,3763.28,0.0,Web Portal,2024-10-29 09:10:14,Success,4
TXN-2372724,CUST-5986,Musa Okeke,Bill Payment,27299.48,100.0,Mobile App,2024-12-22 06:33:29,Success,5
TXN-9489610,CUST-5834,Funke Danjuma,Bank Transfer,415562.71,2077.81,Mobile App,2024-03-26 11:37:11,Success,2
TXN-2103918,CUST-3448,Efe Babangida,Bank Transfer,198788.54,993.94,Mobile App,2024-02-18 12:43:17,Success,5
TXN-3268747,CUST-3690,Chioma Okonkwo,Bill Payment,23648.61,100.0,USSD,2024-05-11 10:52:42,Success,5
TXN-9507323,CUST-4859,Fatima Umar,Airtime Purchase,4833.8,0.0,USSD,2024-12-21 20:18:51,Success,5
TXN-3189460,CUST-2554,Fatima Bakare,Data Purchase,788.91,0.0,Mobile App,2024-12-11 01:31:37,Success,4
TXN-7952066,CUST-2131,Zainab Danjuma,Airtime Purchase,4241.24,0.0,Web Portal,2024-11-16 17:16:20,Success,5
TXN-8310568,CUST-1417,Efe Chukwu,Data Purchase,1904.85,0.0,Mobile App,2024-05-12 21:46:23,Success,5
TXN-1151111,CUST-1037,Funke Bello,Bill Payment,4657.6,100.0,USSD,2024-02-07 16:03:26,Success,3
TXN-2513982,CUST-3316,Yakubu Abubakar,Bank Transfer,93948.36,469.74,Mobile App,2024-04-16 19:57:56,Success,5
TXN-2473719,CUST-4388,Segun Bakare,Airtime Purchase,2335.04,0.0,Mobile App,2024-02-08 01:50:18,Success,3
TXN-6198322,CUST-4356,Uche Bello,Airtime Purchase,3399.02,0.0,Mobile App,2024-11-27 01:34:55,Success,4
TXN-6050792,CUST-3964,Yusuf Bello,Bank Transfer,95659.88,478.3,Mobile App,2024-04-20 01:17:45,Success,5
TXN-4845707,CUST-4251,Bolaji Okafor,Bank Transfer,478351.0,2391.76,Web Portal,2024-05-20 02:32:18,Success,5
TXN-5106703,CUST-1856,Fatima Okeke,Bank Transfer,378597.14,1892.99,Mobile App,2024-04-10 17:17:35,Pending,
TXN-5204849,CUST-4459,Amarachi Chukwu,Airtime Purchase,1559.03,0.0,Web Portal,2024-01-24 07:51:01,Success,5
TXN-1327305,CUST-1877,Jide Nwosu,Airtime Purchase,4604.21,0.0,Mobile App,2024-09-17 09:58:36,Success,5
TXN-3402975,CUST-4687,Musa Mohammed,Bank Transfer,222915.39,1114.58,Mobile App,2024-05-18 04:49:03,Failed,
TXN-2576213,CUST-2258,Danjuma Okeke,Data Purchase,4647.5,0.0,Web Portal,2024-07-22 12:19:26,Success,4
TXN-8225260,CUST-4073,Fatima Babangida,Bill Payment,24342.17,100.0,Mobile App,2024-01-18 15:53:15,Success,5
TXN-5781339,CUST-2630,Danjuma Danjuma,Data Purchase,2961.39,0.0,Web Portal,2024-01-10 17:35:28,Success,5
TXN-3806703,CUST-1164,Musa Abubakar,Bank Transfer,164694.62,823.47,USSD,2024-06-14 01:02:45,Success,4
TXN-4054931,CUST-3168,Tunde Abubakar,Airtime Purchase,3149.78,0.0,Mobile App,2024-03-21 16:53:49,Success,4
TXN-5215779,CUST-4081,Chinedu Nwosu,Bill Payment,32814.41,100.0,Mobile App,2024-03-18 01:29:26,Success,5
TXN-4865065,CUST-1882,Folake Mohammed,Bank Transfer,160262.69,801.31,Web Portal,2024-03-31 03:15:46,Success,4
TXN-3915091,CUST-3666,Zainab Ibrahim,Bank Transfer,211877.08,1059.39,USSD,2024-06-04 01:27:42,Pending,
TXN-2263181,CUST-3833,Kelechi Nnamdi,Airtime Purchase,217.59,0.0,Web Portal,2024-02-26 03:14:23,Success,4
